"","player_name","position","position_rank","dollars","dollars_sd","w","so","sv","era","whip","ip","k_9","k_bb"
"34","Anthony Bender","RP","RP146",-1.95354419320462,1.46061141842085,3.2261975,60.8352,6.113,3.83136714841684,1.28288419439256,59.143725,9.25739459257935,2.83797892340491
"35","Anthony Veneziano",NA,"NA473",-17.2388782960534,5.05688034415238,2.302145,48.3813,0,4.43784214636278,1.42377888280629,55.609425,7.83017806783652,2.20180968601845
"36","Antonio Senzatela","SP/RP","SP/RP586",-55.7198182347451,5.97296823224556,5.2317425,81.80585,0,5.20572469589167,1.49357069084232,130.71,5.63271861372504,2.10368794098266
"37","Aroldis Chapman","RP","RP53",13.4325055939041,3.09527411551562,4.56739,89.073075,19.2055,3.30302742877308,1.29353119669837,60.35815,13.2816806843815,2.49136812839878
"38","Austin Gomber",NA,"NA585",-52.409122184107,7.06466013532867,6.184465,99.12835,0,5.32159085440517,1.42244210481288,140.26425,6.36053128291778,2.50063475506275
"39","Austin Voth",NA,"NA329",-11.087017293901,NA,1.52063,42.5256,0,4.56103318608466,1.28872366232872,44.4373,8.61281851057558,2.71732546102826
"40","Bailey Falter","SP","SP561",-28.2480519195188,3.43079029245775,6.483735,99.24385,0,4.59948427024239,1.3415074631328,133.791,6.67604435275915,2.49977425072967
"41","Bailey Ober","SP","SP58",10.3951562946916,8.93441459413226,9.776525,168.62775,0,4.01562769310413,1.15146428734565,164.1925,9.24311250513878,4.12292283261267
"42","Beau Brieske","SP/RP","SP/RP144",-1.90399279976769,5.11134586375064,2.9355875,60.415225,9.876,4.01569554616556,1.26799805629357,64.258675,8.46169058107719,2.58666959234898
"43","Ben Brown","SP/RP","SP/RP117",0.454681543087975,4.25452900766895,6.79723333333333,116.563666666667,0,3.7224861489387,1.23601693961484,103.662333333333,10.1200982677732,2.88227614185417
"44","Ben Casparius","SP/RP","SP/RP435",-15.4773297174046,2.96215372550188,2.73876666666667,45.2268666666667,0,4.7043441744856,1.41198202267792,45.0864333333333,9.02803282288168,2.16846785509942
"45","Ben Joyce","RP","RP106",2.38464921263737,2.07952107530032,3.04843333333333,73.2015,7.12033333333333,3.50551922739128,1.2646214781367,60.1563666666667,10.9516836954359,2.61294260567863
"46","Ben Lively","SP","SP558",-27.4013726191995,6.65344213280398,7.6041175,98.617525,0,4.66656269018596,1.35422719187183,127.75325,6.94743754072793,2.3949269841
"47","Bennett Sousa",NA,"NA299",-10.2639127679798,1.09341840458078,2.36843333333333,40.6834666666667,0,4.18594264016586,1.33112405042787,41.9794333333333,8.72215680218012,2.43625729826838
"48","Blake Snell","SP","SP31",19.1281051548835,5.12761306174919,11.195425,201.02675,0,3.54163726057049,1.21820654756057,155.22575,11.6555452300923,2.89478184205306
