"","system","player_name","playerid","ip","w","er","h","bb","sv","so","g","gs","team","whip","era"
"5049","steamerr","Heath Hembree","11632",1,0.0448,0.52876,0.9546,0.4454,0,0.9631,1,0,NA,1.4,4.75884
"5050","steamerr","Kyle Glogoski","sa3007464",1,0.0445,0.53175,0.9863,0.4732,0,0.8716,1,0,NA,1.4595,4.78575
"5051","steamerr","Kevin Gadea","sa735841",1,0.0443,0.5342,1.0006,0.495,0,0.85,1,0,NA,1.4956,4.8078
"5052","steamerr","Matt Ruppenthal","sa915693",1,0.0451,0.52552,1.0027,0.4902,0,0.8125,0.8936,0.0226,NA,1.4929,4.72968
"5053","steamerr","Dylan Phillips","sa3019862",1,0.0437,0.52296,1.0089,0.4505,0,0.8076,1,0,"LAA",1.4594,4.70664
"5054","steamerr","Tyler Beede","16981",1,0.0453,0.51054,1.0062,0.4536,0,0.8698,1,0,"CLE",1.4598,4.59486
"5055","steamerr","Jacob Wallace","sa3010374",1,0.0446,0.53756,0.9556,0.5723,0,0.9053,1,0,"KCR",1.5279,4.83804
"5056","steamerr","Zac Kristofak","27585",1,0.0441,0.53848,1.0766,0.3681,0,0.6914,1,0,NA,1.4447,4.84632
"5057","steamerr","Hugh Fisher","sa3017255",1,0.0451,0.54344,1.0406,0.5845,0,0.7954,1,0,"ARI",1.6251,4.89096
"5058","steamerr","Stephen Gonsalves","15492",1,0.0458,0.50187,0.886,0.635,0,1.0181,1,0,NA,1.521,4.51683
"5059","steamerr","Gabriel Sosa","sa3011682",1,0.0439,0.50745,0.9884,0.4728,0,0.8145,1,0,"SEA",1.4612,4.56705
"5060","steamerr","Yaya Chentouf","sa3006950",1,0.0424,0.52525,1.0504,0.4026,0,0.7215,1,0,NA,1.453,4.72725
"5061","steamerr","Victor Castaneda","sa978399",1,0.0464,0.50433,0.9737,0.3956,0,0.8337,1,0,NA,1.3693,4.53897
"5062","steamerr","Harrison Cohen","sa3020811",1,0.0485,0.50584,0.9834,0.4472,0,0.8674,0.9645,0.0075,"NYY",1.4306,4.55256
"5063","steamerr","Juan Then","22828",1,0.0442,0.53253,1.0857,0.4385,0,0.6713,1,0,NA,1.5242,4.79277
"5064","steamerr","Demarcus Evans","21087",1,0.0446,0.53215,0.9645,0.4856,0,0.9187,1,0,NA,1.4501,4.78935
"5065","steamerr","Manuel Castro","sa3017493",1,0.0454,0.51036,0.9899,0.4793,0,0.7838,1,0,"SDP",1.4692,4.59324
"5066","steamerr","Kolton Ingram","26068",3.4259,0.1579,1.51931,3.2576,1.602,0,3.0222,3.4259,0,"SFG",1.41848857234595,3.99129863685455
"5067","steamerr","Abdiel Mendoza","sa916829",1,0.0465,0.52844,1.0742,0.3866,0,0.6846,0.6504,0.0744,"TOR",1.4608,4.75596
"5068","steamerr","Blake Whitney","sa3007966",1,0.0462,0.54209,1.0118,0.4056,0,0.8377,0.7254,0.0584,"CHC",1.4174,4.87881
"5069","steamerr","Triston Polley","sa3010258",1,0.0451,0.50923,1.0411,0.528,0,0.7085,1,0,NA,1.5691,4.58307
"5070","steamerr","Stefan Crichton","16058",1,0.0441,0.5714,1.1282,0.3984,0,0.6677,1,0,NA,1.5266,5.1426
"5071","steamerr","Garrett Irvin","sa3020176",1,0.0434,0.51114,0.9932,0.502,0,0.768,1,0,"OAK",1.4952,4.60026
"5072","steamerr","Stephen Villines","sa874197",1,0.0443,0.53543,1.0472,0.3952,0,0.754,1,0,NA,1.4424,4.81887
"5073","steamerr","Nathan Webb","sa918814",1,0.0467,0.53608,1.0268,0.4568,0,0.8139,0.9423,0.0123,"BAL",1.4836,4.82472
"5074","steamerr","Carlos Betancourt","sa3006600",1,0.0445,0.52926,1.0257,0.4536,0,0.7747,1,0,NA,1.4793,4.76334
"5075","steamerr","Kyle Dohy","20334",1,0.045,0.51947,0.9656,0.5326,0,0.897,1,0,NA,1.4982,4.67523
"5076","steamerr","Dan Goggin","sa3009998",1,0.0441,0.53905,1.0286,0.4744,0,0.8063,1,0,NA,1.503,4.85145
"5077","steamerr","Jake Haberer","sa3008514",1,0.0441,0.50356,0.9836,0.4724,0,0.8054,1,0,"SEA",1.456,4.53204
"5078","steamerr","Hever Bueno","sa738180",1,0.0444,0.53136,0.9891,0.5363,0,0.8619,1,0,NA,1.5254,4.78224
"5079","steamerr","Travis Bergen","18581",1,0.0456,0.51796,0.9615,0.5614,0,0.9037,0.9225,0.0165,NA,1.5229,4.66164
"5080","steamerr","Joe Jones","sa3014870",1,0.045,0.53307,1.0188,0.4772,0,0.8012,0.8582,0.0302,NA,1.496,4.79763
"5081","steamerr","Shelton Perkins","sa1169965",1,0.0443,0.53487,1.0118,0.4763,0,0.8248,1,0,NA,1.4881,4.81383
"5082","steamerr","Marcelo Martinez","sa3005060",1,0.0469,0.53412,1.0366,0.362,0,0.7368,0.6825,0.0675,NA,1.3986,4.80708
"5083","steamerr","Kai-Wei Lin","sa919537",1,0.0442,0.53655,1.0279,0.4299,0,0.7974,1,0,NA,1.4578,4.82895
"5084","steamerr","Sean Harney","sa3020472",1,0.0441,0.52265,1.022,0.3871,0,0.7683,0.8021,0.0421,"TBR",1.4091,4.70385
"5085","steamerr","Kyle Ryan","11753",1,0.0447,0.52041,1.0888,0.4323,0,0.643,1,0,NA,1.5211,4.68369
"5086","steamerr","Elison Joseph","sa3015306",1,0.0446,0.537,0.9808,0.5514,0,0.9201,1,0,"ATL",1.5322,4.833
"5087","steamerr","Aaron McGarity","sa873280",1,0.0416,0.51517,1.0006,0.3866,0,0.7878,1,0,"CHW",1.3872,4.63653
"5088","steamerr","Jason Bahr","sa3004744",1,0.0442,0.53772,0.9921,0.5005,0,0.8776,1,0,NA,1.4926,4.83948
"5089","steamerr","Austin Ross","sa3007817",1,0.0458,0.53277,0.9827,0.5036,0,0.8517,1,0,NA,1.4863,4.79493
"5090","steamerr","Brandon Bielak","19866",2.7407,0.1243,1.28208,2.7658,0.9314,0,2.0919,2.7407,0,"OAK",1.34899843105776,4.21013609661765
"5091","steamerr","Trey Jeans","sa3010265",1,0.0453,0.52254,0.9949,0.5033,0,0.8418,0.9052,0.0202,NA,1.4982,4.70286
"5092","steamerr","Jake Prizina","sa3011346",1,0.0446,0.52749,1.0584,0.3837,0,0.7244,1,0,NA,1.4421,4.74741
"5093","steamerr","Zack Phillips","sa1170425",1,0.0468,0.52404,1.0563,0.4185,0,0.7109,0.6858,0.0668,NA,1.4748,4.71636
"5094","steamerr","Joey Gerber","24591",1,0.0481,0.50954,0.992,0.407,0,0.8586,1,0,"NYY",1.399,4.58586
"5095","steamerr","Andrew Karp","sa3007707",1,0.0451,0.53613,1.016,0.4325,0,0.817,0.8516,0.0316,NA,1.4485,4.82517
"5096","steamerr","Conor Larkin","sa3018092",1,0.0447,0.52754,0.9833,0.5036,0,0.8802,1,0,"TOR",1.4869,4.74786
"5097","steamerr","Fernando Abad","4994",1,0.0426,0.56888,1.1503,0.3252,0,0.7207,1,0,NA,1.4755,5.11992
"5098","steamerr","Robert Kwiatkowski","sa3014929",1,0.0451,0.55935,1.1085,0.399,0,0.637,0.878,0.026,"BOS",1.5075,5.03415
"5099","steamerr","Evan Kravetz","sa3010559",1,0.045,0.52213,0.9909,0.46,0,0.8626,1,0,"CIN",1.4509,4.69917
"5100","steamerr","Anthony Hoopii-Tuionetoa","sa3015298",1,0.0414,0.52039,0.986,0.4458,0,0.8378,1,0,"CHW",1.4318,4.68351
"5101","steamerr","Eli Lingos","sa3006798",1,0.0449,0.52093,1.0421,0.4108,0,0.7307,1,0,NA,1.4529,4.68837
"5102","steamerr","Miguel Romero","sa3003109",1,0.0442,0.53185,1.0965,0.4173,0,0.6316,1,0,NA,1.5138,4.78665
"5103","steamerr","Gunnar Groen","sa3019533",1,0.0445,0.53752,1.0577,0.4432,0,0.732,0.9159,0.0179,NA,1.5009,4.83768
"5104","steamerr","Jacob Maton","sa3020898",1,0.0452,0.52696,1.0401,0.3744,0,0.761,1,0,"TEX",1.4145,4.74264
"5105","steamerr","Ryan Clark","sa875057",1,0.0429,0.54147,1.0198,0.4253,0,0.8194,1,0,NA,1.4451,4.87323
"5106","steamerr","Daniel Tillo","sa876284",1,0.0484,0.52049,1.0677,0.4983,0,0.6739,0.5003,0.1063,NA,1.566,4.68441
"5107","steamerr","Tyler Danish","15126",1,0.0443,0.56413,1.1175,0.4156,0,0.6436,1,0,NA,1.5331,5.07717
"5108","steamerr","Kodi Whitley","19731",1,0.0445,0.53215,1.0118,0.4105,0,0.8115,1,0,NA,1.4223,4.78935
"5109","steamerr","Nick Kuzia","sa3004493",1,0.0444,0.53051,1.0313,0.4683,0,0.7622,1,0,NA,1.4996,4.77459
"5110","steamerr","Matt Willrodt","sa3007478",1,0.0437,0.51189,0.9894,0.4774,0,0.8202,1,0,NA,1.4668,4.60701
"5111","steamerr","Ian Churchill","sa3020234",1,0.0454,0.50829,0.9717,0.5372,0,0.8625,1,0,"TOR",1.5089,4.57461
"5112","steamerr","Alex Katz","sa827486",1,0.0473,0.53293,1.054,0.4617,0,0.7344,0.6595,0.0725,NA,1.5157,4.79637
"5113","steamerr","Ricky Karcher","23449",1,0.0437,0.55684,0.9183,0.7699,0,0.9836,1,0,"KCR",1.6882,5.01156
"5114","steamerr","Alec Baker","sa3022794",1,0.0457,0.57359,1.0789,0.4034,0,0.7629,0.6891,0.0661,"ARI",1.4823,5.16231
"5115","steamerr","Luis Velasquez","sa3010135",1,0.0506,0.50083,0.959,0.5639,0,0.893,0.7708,0.0488,"NYY",1.5229,4.50747
"5116","steamerr","Caleb Baragar","19231",1,0.0453,0.52546,0.9593,0.4932,0,0.8875,1,0,"MIN",1.4525,4.72914
"5117","steamerr","Andrew Mitchell","sa3007801",1,0.0447,0.52819,1.0077,0.4625,0,0.8307,1,0,NA,1.4702,4.75371
"5118","steamerr","Kyle McGrath","16793",1,0.0494,0.50771,1.0348,0.3852,0,0.6985,0.5523,0.0953,NA,1.42,4.56939
"5119","steamerr","Locke St. John","16850",1,0.0449,0.52369,1.0117,0.4227,0,0.8003,1,0,NA,1.4344,4.71321
"5120","steamerr","Junior Guerra","5702",1,0.0428,0.54099,1.024,0.4974,0,0.8026,0.9876,0.0026,NA,1.5214,4.86891
"5121","steamerr","A.J. Block","sa3014916",1,0.0443,0.53855,1.0552,0.5449,0,0.7226,1,0,"KCR",1.6001,4.84695
"5122","steamerr","Trenton Toplikar","sa3007803",1,0.045,0.53842,1.0553,0.3796,0,0.7371,0.8376,0.0346,NA,1.4349,4.84578
"5123","steamerr","Tristan Stivors","sa3020325",1,0.0412,0.52375,0.963,0.563,0,0.8974,1,0,"CHW",1.526,4.71375
"5124","steamerr","Corey Oswalt","13677",1,0.046,0.54171,1.0749,0.3184,0,0.7254,0.6809,0.0679,NA,1.3933,4.87539
"5125","steamerr","Julio Pinto","sa736965",1,0.0443,0.53287,0.9955,0.5262,0,0.8465,1,0,NA,1.5217,4.79583
"5126","steamerr","Carlos Romero","sa3003106",1,0.0428,0.5258,0.9725,0.5221,0,0.8249,1,0,"WSN",1.4946,4.7322
"5127","steamerr","Bear Bellomy","sa1170484",1,0.0442,0.53708,1.0605,0.3556,0,0.7256,1,0,NA,1.4161,4.83372
"5128","steamerr","John Creel","sa3018137",1,0.0443,0.53429,1.0016,0.4927,0,0.8374,1,0,NA,1.4943,4.80861
"5129","steamerr","Jared Tobey","sa3007263",1,0.0448,0.52304,1.0038,0.4862,0,0.8184,1,0,NA,1.49,4.70736
"5130","steamerr","Michel Baez","20100",1,0.0451,0.51696,0.9904,0.4709,0,0.7996,1,0,NA,1.4613,4.65264
"5131","steamerr","Brandon Dufault","sa3017257",1,0.043,0.53636,1.0051,0.542,0,0.8264,1,0,"LAA",1.5471,4.82724
"5132","steamerr","Tyler Carr","sa3007491",1,0.0442,0.53476,1.0565,0.4325,0,0.7214,1,0,NA,1.489,4.81284
"5133","steamerr","Wes Benjamin","19243",1,0.0455,0.53344,1.0434,0.4037,0,0.7666,0.8178,0.0388,NA,1.4471,4.80096
"5134","steamerr","Michael Arias","sa3017036",1,0.0449,0.53321,0.9695,0.602,0,0.8933,1,0,"CHC",1.5715,4.79889
"5135","steamerr","Jonathan Aro","14699",1,0.044,0.55494,1.0867,0.3473,0,0.7228,0.5754,0.0904,NA,1.434,4.99446
"5136","steamerr","Wesley Rodriguez","sa875566",1,0.044,0.57519,1.0797,0.4659,0,0.7692,1,0,"ARI",1.5456,5.17671
"5137","steamerr","Mychal Givens","10430",1,0.0448,0.52344,0.9967,0.4436,0,0.8596,1,0,NA,1.4403,4.71096
"5138","steamerr","R.J. Freure","sa3008159",1,0.0443,0.53495,0.9855,0.5188,0,0.872,1,0,NA,1.5043,4.81455
"5139","steamerr","Jonathan Hennigan","sa918447",1,0.0457,0.5204,1.0249,0.5222,0,0.7654,0.8442,0.0332,NA,1.5471,4.6836
"5140","steamerr","Brad Boxberger","10133",1,0.0445,0.53243,1.0059,0.4308,0,0.8359,1,0,NA,1.4367,4.79187
"5141","steamerr","Jake Miller","sa3020408",1,0.0445,0.51219,1.0311,0.4487,0,0.7257,0.7213,0.0593,"DET",1.4798,4.60971
"5142","steamerr","Zach Linginfelter","sa3014910",1,0.0443,0.53082,1.0166,0.5573,0,0.7958,1,0,NA,1.5739,4.77738
"5143","steamerr","Bryce Conley","sa3004704",1,0.0447,0.53349,1.0295,0.4318,0,0.7693,0.9208,0.0168,NA,1.4613,4.80141
"5144","steamerr","Justin Maese","sa875002",1,0.0483,0.50313,0.9885,0.4318,0,0.8329,1,0,NA,1.4203,4.52817
"5145","steamerr","Matt Minnick","sa3011369",1,0.0449,0.52174,1.0018,0.4377,0,0.8132,1,0,NA,1.4395,4.69566
"5146","steamerr","CD Pelham","19820",1,0.0433,0.53096,0.9903,0.5377,0,0.8564,1,0,NA,1.528,4.77864
"5147","steamerr","Seth Blair","sa526934",1,0.0448,0.52043,0.9978,0.3937,0,0.7969,0.7155,0.0605,NA,1.3915,4.68387
"5148","steamerr","Alec Bettinger","20312",1,0.0459,0.54141,1.089,0.3347,0,0.675,0.6702,0.0702,NA,1.4237,4.87269
"5149","steamerr","Zach Willeman","sa3008443",1,0.0443,0.53331,1.0206,0.4988,0,0.7898,1,0,NA,1.5194,4.79979
"5150","steamerr","Aaron Hernandez","sa3008599",1,0.0442,0.53425,1.0216,0.4919,0,0.791,1,0,NA,1.5135,4.80825
"5151","steamerr","Sean Mellen","sa3011865",1,0.0459,0.52678,1.0114,0.4337,0,0.8069,0.7914,0.0444,NA,1.4451,4.74102
"5152","steamerr","Jonathan Stiever","24584",1,0.0413,0.52519,1.0002,0.3684,0,0.827,1,0,"CHW",1.3686,4.72671
"5153","steamerr","Nick Swiney","sa3014542",1,0.0441,0.50971,0.9942,0.4459,0,0.809,0.7988,0.0428,"SFG",1.4401,4.58739
"5154","steamerr","Alec Hansen","sa738344",1,0.0412,0.52331,0.9248,0.62,0,0.9745,1,0,NA,1.5448,4.70979
"5155","steamerr","Jake Thompson","sa738914",1,0.0442,0.53244,1.0272,0.4995,0,0.7725,1,0,NA,1.5267,4.79196
"5156","steamerr","JJ Goss","sa3011420",1,0.0434,0.51212,1.0171,0.4636,0,0.729,1,0,"TBR",1.4807,4.60908
"5157","steamerr","Edwin Escobar","10337",1,0.0449,0.53305,1.0135,0.5113,0,0.8187,1,0,NA,1.5248,4.79745
"5158","steamerr","Kyle Wilson","sa875768",1,0.0471,0.54536,1.0488,0.3829,0,0.7698,0.516,0.103,NA,1.4317,4.90824
"5159","steamerr","Rico Garcia","20023",5.4815,0.2472,2.63477,4.9403,2.4593,0,5.4551,5.4815,0,"WSN",1.34992246647815,4.32599288515917
"5160","steamerr","Jorge Guzmán","17505",1,0.0442,0.53446,1.0096,0.5098,0,0.818,1,0,NA,1.5194,4.81014
"5161","steamerr","Carlos Espinal","sa872567",1,0.0482,0.50417,0.9809,0.4598,0,0.8505,1,0,NA,1.4407,4.53753
"5162","steamerr","Kyle Johnson","sa921678",1,0.0441,0.53597,1.0382,0.4949,0,0.7604,1,0,NA,1.5331,4.82373
"5163","steamerr","Jacob Lemoine","19785",1,0.0439,0.53927,1.0732,0.4522,0,0.7003,1,0,NA,1.5254,4.85343
"5164","steamerr","Tyler Thomas","sa873974",1,0.046,0.5215,1.0112,0.4782,0,0.7867,0.7889,0.0449,NA,1.4894,4.6935
"5165","steamerr","Ray Gaither","sa3017270",1,0.0465,0.53545,1.0145,0.4881,0,0.8045,1,0,"HOU",1.5026,4.81905
"5166","steamerr","Aidan Anderson","sa3011250",1,0.0466,0.52641,1.0053,0.3598,0,0.8216,0.8005,0.0425,"TEX",1.3651,4.73769
"5167","steamerr","JC Keys","sa1170341",1,0.0441,0.53598,1.0193,0.5216,0,0.7999,1,0,NA,1.5409,4.82382
"5168","steamerr","Eli Saul","sa3020471",1,0.0438,0.57361,1.1474,0.4729,0,0.6215,1,0,"ARI",1.6203,5.16249
"5169","steamerr","Evan Lee","24988",1,0.0471,0.5217,0.9863,0.5601,0,0.8418,0.6512,0.0742,NA,1.5464,4.6953
"5170","steamerr","Gerardo Reyes","16306",2.284,0.1018,1.1212,2.0497,1.1448,0,2.2361,2.284,0,"OAK",1.39864273204904,4.41803852889667
"5171","steamerr","Zach Logue","20231",7.9938,0.3778,3.83422,8.2092,2.1242,0,6.5737,7.9938,0,"ATL",1.29267682453902,4.31684305336636
"5172","steamerr","Oddy Nunez","sa874248",1,0.0435,0.52232,1.0041,0.5647,0,0.7996,1,0,NA,1.5688,4.70088
"5173","steamerr","Matt Dennis","sa918295",1,0.0462,0.54617,1.1188,0.3373,0,0.618,0.558,0.094,NA,1.4561,4.91553
"5174","steamerr","Hunter Dollander","sa3019302",1,0.0457,0.54081,1.042,0.4495,0,0.761,0.6842,0.0672,NA,1.4915,4.86729
"5175","steamerr","Adrian De Horta","sa737857",1,0.0451,0.53083,1.0007,0.4376,0,0.8234,0.5663,0.0923,NA,1.4383,4.77747
"5176","steamerr","Ian Kennedy","6986",1,0.0456,0.52281,0.9924,0.3655,0,0.8988,1,0,"TEX",1.3579,4.70529
"5177","steamerr","Hunter Peck","sa3014873",1,0.0446,0.53001,0.9976,0.4934,0,0.8502,1,0,NA,1.491,4.77009
"5178","steamerr","AJ Ramos","8350",1,0.0445,0.53349,0.9994,0.4172,0,0.8258,1,0,NA,1.4166,4.80141
"5179","steamerr","Nathan Burns","sa3017309",1,0.0444,0.53201,0.9864,0.5033,0,0.8488,1,0,NA,1.4897,4.78809
"5180","steamerr","Daniel Bard","7115",1,0.0418,0.58879,1.0425,0.5481,0,0.9106,1,0,"COL",1.5906,5.29911
"5181","steamerr","Logan Gragg","sa3010306",1,0.0445,0.50839,1.0336,0.3007,0,0.6973,0.9068,0.0198,"SEA",1.3343,4.57551
"5182","steamerr","Collin Baumgartner","sa3023002",1,0.042,0.58785,1.075,0.4538,0,0.8785,1,0,"COL",1.5288,5.29065
"5183","steamerr","Nelvin Correa","sa3003103",1,0.0442,0.53606,1.0395,0.4621,0,0.7511,1,0,NA,1.5016,4.82454
"5184","steamerr","Kyle Marman","sa3008668",1,0.0449,0.54445,1.0089,0.4818,0,0.8459,0.793,0.044,NA,1.4907,4.90005
"5185","steamerr","Nick Ernst","sa3010558",1,0.0442,0.53793,0.9909,0.5096,0,0.8615,1,0,NA,1.5005,4.84137
"5186","steamerr","Tyler Baum","sa1054042",1,0.043,0.51749,0.948,0.6133,0,0.8468,1,0,"OAK",1.5613,4.65741
"5187","steamerr","Yefri Del Rosario","sa3002971",1,0.0443,0.53584,1.0141,0.4226,0,0.8041,1,0,NA,1.4367,4.82256
"5188","steamerr","Mike Mayers","15451",1,0.0458,0.53671,1.0429,0.3634,0,0.7768,0.6974,0.0644,NA,1.4063,4.83039
"5189","steamerr","Ryley Gilliam","sa3008225",1,0.044,0.54452,1.0215,0.4299,0,0.8217,1,0,NA,1.4514,4.90068
"5190","steamerr","Michael Boyle","sa857604",1,0.0448,0.53266,1.0228,0.473,0,0.7748,1,0,NA,1.4958,4.79394
"5191","steamerr","Clayton McGinness","sa1170265",1,0.044,0.54103,1.0419,0.4298,0,0.7641,1,0,NA,1.4717,4.86927
"5192","steamerr","Dan Winkler","12237",1,0.0442,0.5376,0.987,0.5084,0,0.8658,1,0,NA,1.4954,4.8384
"5193","steamerr","Trey Cobb","sa918276",1,0.0441,0.53601,1.0372,0.4577,0,0.7545,1,0,NA,1.4949,4.82409
"5194","steamerr","Houston Roth","sa3011527",1,0.0462,0.53894,1.02,0.4266,0,0.8175,1,0,"BAL",1.4466,4.85046
"5195","steamerr","Konner Wade","14655",1,0.0441,0.53791,1.1272,0.2529,0,0.5874,1,0,NA,1.3801,4.84119
"5196","steamerr","Eric Yardley","15538",1,0.0436,0.54391,1.1308,0.3992,0,0.5917,1,0,NA,1.53,4.89519
"5197","steamerr","Valentin Linarez","sa3006557",1,0.043,0.53452,1.0219,0.5202,0,0.7642,1,0,"PIT",1.5421,4.81068
"5198","steamerr","Ethan Routzahn","sa3017206",1,0.0448,0.51987,1.0553,0.4098,0,0.6576,1,0,"SDP",1.4651,4.67883
"5199","steamerr","John Ghyzel","sa3004473",1,0.0443,0.53303,0.9712,0.5704,0,0.8845,1,0,NA,1.5416,4.79727
"5200","steamerr","Colby White","sa3011200",1,0.0502,0.50682,0.947,0.5088,0,0.9215,0.7947,0.0437,"NYY",1.4558,4.56138
"5201","steamerr","Eric Pardinho","sa968102",1,0.0446,0.52799,0.9888,0.517,0,0.8482,1,0,"TOR",1.5058,4.75191
"5202","steamerr","Wes Robertson","sa3004491",1,0.0439,0.54094,1.0375,0.4997,0,0.7712,1,0,NA,1.5372,4.86846
"5203","steamerr","Diogenes Almengo","sa835215",1,0.0458,0.54685,1.0388,0.4658,0,0.8061,1,0,NA,1.5046,4.92165
"5204","steamerr","Collin Kober","sa913150",1,0.0444,0.54129,1.0213,0.4007,0,0.8037,0.9126,0.0186,NA,1.422,4.87161
"5205","steamerr","Larson Kindreich","sa3017505",1,0.0459,0.51007,0.937,0.5847,0,0.931,1,0,"TEX",1.5217,4.59063
"5206","steamerr","Matt Pushard","sa3019955",1,0.042,0.55004,1.0397,0.4404,0,0.7734,1,0,"MIA",1.4801,4.95036
"5207","steamerr","Regi Grace","sa3008101",1,0.0443,0.54544,1.0208,0.4578,0,0.7964,1,0,"MIN",1.4786,4.90896
"5208","steamerr","Jeffrey Passantino","sa915726",1,0.0457,0.54756,1.0654,0.3172,0,0.7405,0.6595,0.0725,NA,1.3826,4.92804
"5209","steamerr","Bobby Poyner","17987",1,0.0455,0.53401,1.0421,0.3741,0,0.7568,0.859,0.03,NA,1.4162,4.80609
"5210","steamerr","Mark Appel","14823",1,0.0438,0.54477,1.0505,0.44,0,0.7541,1,0,NA,1.4905,4.90293
"5211","steamerr","C.J. Eldred","sa3006697",1,0.0457,0.54963,1.0687,0.3678,0,0.7323,0.6512,0.0742,NA,1.4365,4.94667
"5212","steamerr","Jarret Whorff","sa3020905",1,0.0459,0.55131,1.0427,0.477,0,0.7634,0.6322,0.0782,"MIN",1.5197,4.96179
"5213","steamerr","Will Mabrey","sa3020709",1,0.0447,0.55926,1.0394,0.5294,0,0.8086,1,0,"ARI",1.5688,5.03334
"5214","steamerr","Casey Cobb","sa3014868",1,0.0446,0.54147,1.059,0.3767,0,0.7239,0.8747,0.0267,NA,1.4357,4.87323
"5215","steamerr","Deivi García","20276",1,0.0406,0.541,0.9487,0.539,0,0.8936,1,0,"CHW",1.4877,4.869
"5216","steamerr","Chandler Casey","sa3010820",1,0.0439,0.53988,1.088,0.3978,0,0.6548,1,0,NA,1.4858,4.85892
"5217","steamerr","Roddery Muñoz","25311",32.4746,1.4443,19.1564,34.7432,14.9191,0,25.1783,5.92,5.92,"MIA",1.52926594938814,5.30899841722454
"5218","steamerr","Jacob Heatherly","sa3004736",1,0.0452,0.50737,0.9278,0.7878,0,0.9619,1,0,"CIN",1.7156,4.56633
"5219","steamerr","Paul Campbell","22248",1,0.0444,0.54665,1.0468,0.3638,0,0.7736,0.887,0.024,NA,1.4106,4.91985
"5220","steamerr","Eddy Yean","sa3006543",1,0.0427,0.54019,1.0743,0.449,0,0.6692,1,0,"PIT",1.5233,4.86171
"5221","steamerr","Jhoulys Chacín","2608",1,0.044,0.54355,1.0483,0.4165,0,0.768,1,0,NA,1.4648,4.89195
"5222","steamerr","Shane Greene","10756",1,0.0457,0.51638,0.9762,0.4635,0,0.874,1,0,"TEX",1.4397,4.64742
"5223","steamerr","Caleb Smith","14875",1,0.0454,0.51643,0.9596,0.4288,0,0.9044,0.9885,0.0025,NA,1.3884,4.64787
"5224","steamerr","Patrick Wicklander","sa3017304",1,0.0447,0.52476,1.0439,0.4191,0,0.7163,1,0,NA,1.463,4.72284
"5225","steamerr","Jonathan Brand","sa3020567",1,0.0446,0.56099,1.0476,0.4678,0,0.7481,1,0,"BOS",1.5154,5.04891
"5226","steamerr","Freylin Garcia","sa941791",1,0.0439,0.54104,1.016,0.5298,0,0.812,1,0,NA,1.5458,4.86936
"5227","steamerr","Brian Johnson","14272",1,0.0473,0.54027,1.0906,0.3548,0,0.6696,0.53,0.1,NA,1.4454,4.86243
"5228","steamerr","Yorlin Calderon","sa3010371",1,0.0489,0.51099,1.0252,0.3827,0,0.764,0.8895,0.0235,"NYY",1.4079,4.59891
"5229","steamerr","Devin Smeltzer","19487",1,0.0454,0.53001,1.0614,0.3314,0,0.7214,0.8524,0.0314,NA,1.3928,4.77009
"5230","steamerr","Blake Taylor","16418",1,0.0453,0.52232,1.0276,0.4913,0,0.7713,1,0,"TEX",1.5189,4.70088
"5231","steamerr","Shelby Lackey","sa3006771",1,0.044,0.53702,1.0081,0.5606,0,0.8167,1,0,NA,1.5687,4.83318
"5232","steamerr","Calvin Coker","sa3007932",1,0.0423,0.52641,1.0727,0.3927,0,0.646,1,0,"DET",1.4654,4.73769
"5233","steamerr","Steven Jennings","sa3004812",1,0.0455,0.53301,1.0425,0.3597,0,0.7559,0.8961,0.0221,"TEX",1.4022,4.79709
"5234","steamerr","Matt Turner","sa3005029",1,0.0445,0.52508,1.0433,0.514,0,0.7242,1,0,NA,1.5573,4.72572
"5235","steamerr","Ty Weber","sa3014788",1,0.0427,0.53397,1.1024,0.3163,0,0.6306,0.8087,0.0407,"SFG",1.4187,4.80573
"5236","steamerr","Ben Holmes","sa549147",1,0.0414,0.5222,0.9797,0.4526,0,0.8622,1,0,NA,1.4323,4.6998
"5237","steamerr","Jose Montilla","sa3003102",1,0.0459,0.5475,1.0933,0.3429,0,0.6665,0.6133,0.0823,NA,1.4362,4.9275
"5238","steamerr","Blaine Knight","sa3008532",1,0.0454,0.54272,1.0391,0.4047,0,0.7418,1,0,"PHI",1.4438,4.88448
"5239","steamerr","JD Hammer","19548",1,0.0438,0.54404,1.0617,0.4346,0,0.72,1,0,NA,1.4963,4.89636
"5240","steamerr","Luis Oviedo","21728",1,0.0442,0.53555,0.999,0.5259,0,0.8132,0.972,0.006,NA,1.5249,4.81995
"5241","steamerr","Michael Horrell","sa3010322",1,0.0441,0.53908,1.0543,0.4819,0,0.7188,0.9736,0.0056,NA,1.5362,4.85172
"5242","steamerr","Sergio Romo","9817",1,0.0439,0.55042,1.0467,0.3457,0,0.7995,1,0,NA,1.3924,4.95378
"5243","steamerr","Harold Chirino","sa917637",1,0.0435,0.53701,1.0212,0.4993,0,0.7891,1,0,"MIL",1.5205,4.83309
"5244","steamerr","Tanner Burns","sa3014451",1,0.045,0.52042,0.9791,0.4446,0,0.8653,1,0,"CLE",1.4237,4.68378
"5245","steamerr","Stephen Nogosek","19545",1,0.0438,0.54771,1.0027,0.4862,0,0.8571,1,0,NA,1.4889,4.92939
