"","system","player_name","playerid","ip","w","er","h","bb","sv","so","g","gs","team","whip","era"
"1","ratcdc","Tarik Skubal","22267",43,3,15,35,10,0,51,7,7,"DET",1.04651162790698,3.13953488372093
"2","ratcdc","Zack Wheeler","10310",48,3,18,40,12,0,50,8,8,"PHI",1.08333333333333,3.375
"3","ratcdc","Paul Skenes","33677",39,2,14,31,11,0,47,7,7,"PIT",1.07692307692308,3.23076923076923
"4","ratcdc","Chris Sale","10603",42,3,15,34,11,0,52,7,7,"ATL",1.07142857142857,3.21428571428571
"5","ratcdc","Logan Webb","17995",46,3,17,44,10,0,40,7,7,"SFG",1.17391304347826,3.32608695652174
"6","ratcdc","George Kirby","25436",44,3,17,41,6,0,42,7,7,"SEA",1.06818181818182,3.47727272727273
"7","ratcdc","Garrett Crochet","27463",35,2,12,27,12,0,44,6,6,"CHW",1.11428571428571,3.08571428571429
"8","ratcdc","Pablo López","17085",45,3,18,40,11,0,49,7,7,"MIN",1.13333333333333,3.6
"9","ratcdc","Aaron Nola","16149",48,3,21,43,11,0,48,8,8,"PHI",1.125,3.9375
"10","ratcdc","Framber Valdez","17295",49,4,19,44,16,0,46,8,8,"HOU",1.22448979591837,3.48979591836735
"11","ratcdc","Corbin Burnes","19361",46,3,18,39,13,0,47,7,7,"BAL",1.1304347826087,3.52173913043478
"12","ratcdc","Sonny Gray","12768",44,3,17,38,13,0,47,8,8,"STL",1.15909090909091,3.47727272727273
"13","ratcdc","Dylan Cease","18525",43,3,17,34,17,0,53,7,7,"SDP",1.18604651162791,3.55813953488372
"14","ratcdc","Kevin Gausman","14107",44,3,18,41,12,0,48,7,7,"TOR",1.20454545454545,3.68181818181818
"15","ratcdc","Cole Ragans","21846",44,3,18,37,16,0,49,7,7,"KCR",1.20454545454545,3.68181818181818
"16","ratcdc","Logan Gilbert","22250",45,3,18,39,9,0,46,7,7,"SEA",1.06666666666667,3.6
"17","ratcdc","Justin Steele","17312",45,3,18,41,12,0,42,7,7,"CHC",1.17777777777778,3.6
"18","ratcdc","Luis Castillo","15689",45,3,18,39,13,0,46,7,7,"SEA",1.15555555555556,3.6
"19","ratcdc","Zach Eflin","13774",42,3,18,41,7,0,38,7,7,"BAL",1.14285714285714,3.85714285714286
"20","ratcdc","Freddy Peralta","18679",41,3,17,33,15,0,50,7,7,"MIL",1.17073170731707,3.73170731707317
"21","ratcdc","Gerrit Cole","13125",41,3,17,36,11,0,45,7,7,"NYY",1.14634146341463,3.73170731707317
"22","ratcdc","Blake Snell","13543",40,2,15,31,18,0,50,7,7,"SFG",1.225,3.375
"23","ratcdc","Cristopher Sánchez","20778",41,3,17,39,12,0,36,7,7,"PHI",1.24390243902439,3.73170731707317
"24","ratcdc","Max Fried","13743",39,3,15,37,11,0,36,6,6,"ATL",1.23076923076923,3.46153846153846
"25","ratcdc","Michael King","19853",39,3,16,33,14,0,44,7,7,"SDP",1.20512820512821,3.69230769230769
"26","ratcdc","Jack Flaherty","17479",41,3,18,36,13,0,47,7,7,"LAD",1.19512195121951,3.95121951219512
"27","ratcdc","Tanner Bibee","30134",40,3,17,36,12,0,43,7,7,"CLE",1.2,3.825
"28","ratcdc","Ranger Suárez","17277",38,3,15,35,11,0,34,6,6,"PHI",1.21052631578947,3.55263157894737
"29","ratcdc","Zac Gallen","19291",43,3,18,39,12,0,43,7,7,"ARI",1.18604651162791,3.76744186046512
"30","ratcdc","Tyler Glasnow","14374",27,2,10,21,8,0,35,5,5,"LAD",1.07407407407407,3.33333333333333
"31","ratcdc","Bailey Ober","21224",40,3,18,37,9,0,41,7,7,"MIN",1.15,4.05
"32","ratcdc","Seth Lugo","12447",45,3,20,43,12,0,39,7,7,"KCR",1.22222222222222,4
"33","ratcdc","Carlos Rodón","16137",40,3,18,35,13,0,43,7,7,"NYY",1.2,4.05
"34","ratcdc","Mitch Keller","17594",46,3,21,44,14,0,42,8,8,"PIT",1.26086956521739,4.10869565217391
"35","ratcdc","Tanner Houck","19879",39,3,17,37,13,0,36,7,7,"BOS",1.28205128205128,3.92307692307692
"36","ratcdc","Nick Lodolo","26378",37,2,16,34,11,0,41,7,7,"CIN",1.21621621621622,3.89189189189189
"37","ratcdc","Nestor Cortes","17874",37,2,16,33,9,0,37,9,6,"NYY",1.13513513513514,3.89189189189189
"38","ratcdc","Nathan Eovaldi","9132",39,3,16,36,11,0,37,6,6,"TEX",1.20512820512821,3.69230769230769
"39","ratcdc","Shota Imanaga","33829",42,3,17,38,10,0,42,7,7,"CHC",1.14285714285714,3.64285714285714
"40","ratcdc","Chris Bassitt","12304",44,3,19,41,14,0,41,7,7,"TOR",1.25,3.88636363636364
"41","ratcdc","Hunter Brown","25880",38,3,17,35,14,0,40,7,7,"HOU",1.28947368421053,4.02631578947368
"42","ratcdc","Jeffrey Springs","17677",39,2,15,34,11,0,40,10,7,"TBR",1.15384615384615,3.46153846153846
"43","ratcdc","Taj Bradley","22543",40,2,17,34,13,0,44,7,7,"TBR",1.175,3.825
"44","ratcdc","Kutter Crawford","20531",40,2,19,38,12,0,39,7,7,"BOS",1.25,4.275
"45","ratcdc","Jacob deGrom","10954",18,1,6,13,3,0,25,6,3,"TEX",0.888888888888889,3
"46","ratcdc","Yusei Kikuchi","20633",40,2,18,38,13,0,44,10,7,"HOU",1.275,4.05
"47","ratcdc","Brady Singer","25377",41,2,19,40,12,0,36,7,7,"KCR",1.26829268292683,4.17073170731707
"48","ratcdc","Brayan Bello","23920",40,3,19,40,13,0,36,7,7,"BOS",1.325,4.275
"49","ratcdc","Nick Pivetta","15454",38,2,17,33,13,0,44,7,7,"BOS",1.21052631578947,4.02631578947368
"50","ratcdc","Eduardo Rodriguez","13164",36,2,16,34,11,0,33,6,6,"ARI",1.25,4
"51","ratcdc","Clayton Kershaw","2036",33,2,14,30,10,0,32,6,6,"LAD",1.21212121212121,3.81818181818182
"52","ratcdc","Reynaldo López","16400",35,2,15,31,13,0,36,9,6,"ATL",1.25714285714286,3.85714285714286
"53","ratcdc","Sean Manaea","15873",40,2,19,37,14,0,41,7,7,"NYM",1.275,4.275
"54","ratcdc","Erick Fedde","17425",39,2,19,37,12,0,33,7,7,"STL",1.25641025641026,4.38461538461538
"55","ratcdc","Luis Gil","21052",30,2,13,24,14,0,36,9,5,"NYY",1.26666666666667,3.9
"56","ratcdc","Michael Wacha","14078",40,2,18,39,12,0,35,7,7,"KCR",1.275,4.05
"57","ratcdc","Shane Baz","22264",38,2,17,34,13,0,37,7,7,"TBR",1.23684210526316,4.02631578947368
"58","ratcdc","Max Meyer","27474",37,2,18,36,13,0,34,7,7,"MIA",1.32432432432432,4.37837837837838
"59","ratcdc","Max Scherzer","3137",28,2,12,25,7,0,31,5,5,"TEX",1.14285714285714,3.85714285714286
"60","ratcdc","Merrill Kelly","11156",39,2,17,35,13,0,37,6,6,"ARI",1.23076923076923,3.92307692307692
"61","ratcdc","Marcus Stroman","13431",42,3,20,42,15,0,34,7,7,"NYY",1.35714285714286,4.28571428571429
"62","ratcdc","Brandon Pfaadt","27782",39,2,18,38,9,0,37,7,7,"ARI",1.20512820512821,4.15384615384615
"63","ratcdc","Bryce Miller","29837",38,2,17,34,9,0,35,6,6,"SEA",1.13157894736842,4.02631578947368
"64","ratcdc","Charlie Morton","4676",44,3,21,41,18,0,46,8,8,"ATL",1.34090909090909,4.29545454545455
"65","ratcdc","Gavin Williams","30122",37,2,16,33,15,0,37,7,7,"CLE",1.2972972972973,3.89189189189189
"66","ratcdc","Aaron Civale","19479",38,2,18,36,11,0,35,7,7,"MIL",1.23684210526316,4.26315789473684
"67","ratcdc","MacKenzie Gore","22201",35,2,16,33,14,0,38,7,7,"WSN",1.34285714285714,4.11428571428571
"68","ratcdc","Andrew Abbott","29911",39,2,20,37,15,0,38,7,7,"CIN",1.33333333333333,4.61538461538461
"69","ratcdc","Ryan Pepiot","26221",37,2,16,31,13,0,39,9,6,"TBR",1.18918918918919,3.89189189189189
"70","ratcdc","Nick Martinez","12730",35,2,17,36,11,0,30,9,6,"CIN",1.34285714285714,4.37142857142857
"71","ratcdc","Alex Cobb","6562",27,1,11,27,8,0,24,5,5,"CLE",1.2962962962963,3.66666666666667
"72","ratcdc","Justin Verlander","8700",34,2,16,31,9,0,30,6,6,"HOU",1.17647058823529,4.23529411764706
"73","ratcdc","José Berríos","14168",44,3,21,42,12,0,38,7,7,"TOR",1.22727272727273,4.29545454545455
"74","ratcdc","Jared Jones","27863",31,2,14,28,11,0,31,6,6,"PIT",1.25806451612903,4.06451612903226
"75","ratcdc","Jose Quintana","11423",40,2,19,40,14,0,34,7,7,"NYM",1.35,4.275
"76","ratcdc","Mason Miller","31757",15,1,5,10,6,7,22,15,0,"OAK",1.06666666666667,3
"77","ratcdc","Frankie Montas","14309",36,2,18,36,13,0,33,7,7,"MIL",1.36111111111111,4.5
"78","ratcdc","Emmanuel Clase","21032",16,1,5,14,3,8,15,16,0,"CLE",1.0625,2.8125
"79","ratcdc","Joe Musgrove","12970",32,2,14,30,8,0,31,6,6,"SDP",1.1875,3.9375
"80","ratcdc","Miles Mikolas","9803",43,2,21,46,9,0,29,7,7,"STL",1.27906976744186,4.3953488372093
"81","ratcdc","Kyle Gibson","10123",42,2,21,43,15,0,35,7,7,"STL",1.38095238095238,4.5
"82","ratcdc","Robbie Ray","11486",37,2,17,33,13,0,41,9,6,"SFG",1.24324324324324,4.13513513513514
"83","ratcdc","Matt Waldron","25550",38,2,18,37,11,0,31,6,6,"SDP",1.26315789473684,4.26315789473684
"84","ratcdc","Yoshinobu Yamamoto","33825",17,1,6,14,4,0,18,3,3,"LAD",1.05882352941176,3.17647058823529
"85","ratcdc","Carson Spiers","27685",37,2,20,38,14,0,31,9,6,"CIN",1.40540540540541,4.86486486486486
"86","ratcdc","Luis Severino","15890",40,2,20,39,13,0,35,7,7,"NYM",1.3,4.5
"87","ratcdc","Jordan Montgomery","16511",35,2,16,36,10,0,28,6,6,"ARI",1.31428571428571,4.11428571428571
"88","ratcdc","Jameson Taillon","11674",40,2,20,40,10,0,33,7,7,"CHC",1.25,4.5
"89","ratcdc","Bryan Woo","30279",28,2,12,25,8,0,28,7,5,"SEA",1.17857142857143,3.85714285714286
"90","ratcdc","Edwin Díaz","14710",15,1,5,11,5,8,21,15,0,"NYM",1.06666666666667,3
"91","ratcdc","Casey Mize","20492",28,1,13,28,8,0,22,5,5,"DET",1.28571428571429,4.17857142857143
"92","ratcdc","Andrew Heaney","15423",34,2,17,33,11,0,35,7,7,"TEX",1.29411764705882,4.5
"93","ratcdc","Simeon Woods Richardson","24494",33,2,17,32,13,0,28,6,6,"MIN",1.36363636363636,4.63636363636364
"94","ratcdc","Walker Buehler","19374",33,2,15,32,9,0,29,6,6,"LAD",1.24242424242424,4.09090909090909
"95","ratcdc","Tyler Anderson","12880",44,2,23,43,15,0,34,7,7,"LAA",1.31818181818182,4.70454545454545
"96","ratcdc","Hunter Greene","22182",21,1,10,18,8,0,26,4,4,"CIN",1.23809523809524,4.28571428571429
"97","ratcdc","David Peterson","20302",33,2,15,32,14,0,33,9,6,"NYM",1.39393939393939,4.09090909090909
"98","ratcdc","Grayson Rodriguez","24492",21,1,9,18,7,0,22,4,4,"BAL",1.19047619047619,3.85714285714286
"99","ratcdc","Bobby Miller","27483",30,2,13,27,9,0,28,12,4,"LAD",1.2,3.9
"100","ratcdc","Kenta Maeda","18498",35,2,18,35,10,0,32,9,6,"DET",1.28571428571429,4.62857142857143
"101","ratcdc","Cooper Criswell","24975",29,2,15,31,8,0,23,9,4,"BOS",1.3448275862069,4.6551724137931
"102","ratcdc","David Festa","30056",28,1,14,27,11,0,29,8,5,"MIN",1.35714285714286,4.5
"103","ratcdc","Kyle Harrison","27758",36,2,16,32,15,0,36,7,7,"SFG",1.30555555555556,4
"104","ratcdc","Jake Irvin","21504",37,2,18,35,12,0,31,7,7,"WSN",1.27027027027027,4.37837837837838
"105","ratcdc","Josh Hader","14212",15,1,5,11,6,7,22,15,0,"HOU",1.13333333333333,3
"106","ratcdc","Paul Blackburn","14739",36,2,18,37,12,0,30,7,7,"NYM",1.36111111111111,4.5
"107","ratcdc","Clay Holmes","13649",15,1,5,14,5,7,16,15,0,"NYY",1.26666666666667,3
"108","ratcdc","Jhoan Duran","21029",15,1,5,12,5,6,18,15,0,"MIN",1.13333333333333,3
"109","ratcdc","Reid Detmers","27468",22,1,10,21,8,0,24,4,4,"LAA",1.31818181818182,4.09090909090909
"110","ratcdc","Colin Rea","12317",41,2,21,40,13,0,33,7,7,NA,1.29268292682927,4.60975609756098
"111","ratcdc","Edward Cabrera","21690",36,2,17,31,19,0,39,7,7,"MIA",1.38888888888889,4.25
"112","ratcdc","Dean Kremer","19350",36,2,18,35,12,0,32,6,6,"BAL",1.30555555555556,4.5
"113","ratcdc","Andrés Muñoz","20373",14,1,5,11,6,6,18,14,0,"SEA",1.21428571428571,3.21428571428571
"114","ratcdc","Ryan Helsley","18138",15,1,5,12,6,8,19,15,0,"STL",1.2,3
"115","ratcdc","Matthew Boyd","15440",31,2,15,29,10,0,31,8,6,"CLE",1.25806451612903,4.35483870967742
"116","ratcdc","Zack Littell","15823",27,1,12,28,6,0,23,5,5,"TBR",1.25925925925926,4
"117","ratcdc","Yariel Rodríguez","33838",26,2,12,23,13,0,27,7,5,"TOR",1.38461538461538,4.15384615384615
"118","ratcdc","Kyle Freeland","16256",39,2,22,45,11,0,28,7,7,"COL",1.43589743589744,5.07692307692308
"119","ratcdc","Gavin Stone","27792",29,2,14,29,10,0,25,8,5,"LAD",1.3448275862069,4.3448275862069
"120","ratcdc","Devin Williams","15816",15,1,5,11,7,7,20,15,0,"MIL",1.2,3
"121","ratcdc","Griffin Canning","19867",37,2,19,37,12,0,34,7,7,"LAA",1.32432432432432,4.62162162162162
"122","ratcdc","David Robertson","8241",15,1,6,12,6,1,19,15,0,"TEX",1.2,3.6
"123","ratcdc","Jonathan Cannon","31730",33,1,18,36,11,0,23,8,6,"CHW",1.42424242424242,4.90909090909091
"124","ratcdc","Tyler Mahle","16358",31,1,14,28,11,0,31,9,5,"TEX",1.25806451612903,4.06451612903226
"125","ratcdc","Mitch Spence","27707",38,2,19,38,12,0,29,9,6,"OAK",1.31578947368421,4.5
"126","ratcdc","Cade Smith","27867",15,1,5,12,5,0,18,15,0,"CLE",1.13333333333333,3
"127","ratcdc","Bryan Abreu","16609",16,1,5,12,7,1,21,16,0,"HOU",1.1875,2.8125
"128","ratcdc","Trevor Rogers","22286",32,2,15,32,12,0,28,6,6,"BAL",1.375,4.21875
"129","ratcdc","Chris Martin","11847",15,1,5,14,2,1,15,15,0,"BOS",1.06666666666667,3
"130","ratcdc","David Bednar","19569",15,1,6,13,5,7,17,15,0,"PIT",1.2,3.6
"131","ratcdc","Tanner Scott","17586",15,1,5,11,7,1,19,15,0,"SDP",1.2,3
"132","ratcdc","Clarke Schmidt","19899",18,1,8,17,6,0,18,7,3,"NYY",1.27777777777778,4
"133","ratcdc","Tanner Gordon","27669",25,0,13,25,9,0,23,6,6,"COL",1.36,4.68
"134","ratcdc","Bailey Falter","20070",34,2,18,35,9,0,25,8,6,"PIT",1.29411764705882,4.76470588235294
"135","ratcdc","Trevor Megill","17722",14,1,6,12,5,1,17,14,0,"MIL",1.21428571428571,3.85714285714286
"136","ratcdc","Dane Dunning","19409",25,2,12,24,9,0,23,8,4,"TEX",1.32,4.32
"137","ratcdc","Jeff Hoffman","17432",15,1,6,12,6,3,19,15,0,"PHI",1.2,3.6
"138","ratcdc","Braxton Garrett","21844",17,1,7,17,4,0,16,3,3,"MIA",1.23529411764706,3.70588235294118
"139","ratcdc","Raisel Iglesias","17130",15,1,6,13,4,7,17,15,0,"ATL",1.13333333333333,3.6
"140","ratcdc","JP Sears","23429",40,2,20,38,12,0,33,7,7,"OAK",1.25,4.5
"141","ratcdc","Lance Lynn","2520",28,2,14,28,9,0,26,5,5,"STL",1.32142857142857,4.5
"142","ratcdc","Ryan Walker","20423",14,1,5,12,5,6,17,14,0,"SFG",1.21428571428571,3.21428571428571
"143","ratcdc","Mitchell Parker","27636",32,2,16,31,12,0,28,10,5,"WSN",1.34375,4.5
"144","ratcdc","Ben Lively","14932",38,2,20,38,11,0,33,7,7,"CLE",1.28947368421053,4.73684210526316
"145","ratcdc","Cal Quantrill","19312",35,1,20,39,12,0,24,6,6,"COL",1.45714285714286,5.14285714285714
"146","ratcdc","Fernando Cruz","7048",15,1,7,12,7,1,21,15,0,"CIN",1.26666666666667,4.2
"147","ratcdc","Ronel Blanco","19407",39,2,19,33,16,0,38,10,6,"HOU",1.25641025641026,4.38461538461538
"148","ratcdc","Tobias Myers","22191",35,2,18,34,12,0,32,9,6,"MIL",1.31428571428571,4.62857142857143
"149","ratcdc","Aaron Bummer","16258",15,1,6,14,6,0,18,15,0,"ATL",1.33333333333333,3.6
"150","ratcdc","Javier Assad","21741",34,2,16,34,13,0,29,11,5,"CHC",1.38235294117647,4.23529411764706
"151","ratcdc","Taijuan Walker","11836",35,2,19,35,13,0,26,6,6,"PHI",1.37142857142857,4.88571428571429
"152","ratcdc","Matt Strahm","13799",15,1,6,13,4,0,19,15,0,"PHI",1.13333333333333,3.6
"153","ratcdc","Yimi García","12095",15,1,6,13,4,1,18,15,0,"SEA",1.13333333333333,3.6
"154","ratcdc","Kyle Hendricks","12049",30,2,16,33,7,0,21,6,6,"CHC",1.33333333333333,4.8
"155","ratcdc","Chris Flexen","13896",38,1,21,41,14,0,27,10,6,"CHW",1.44736842105263,4.97368421052632
"156","ratcdc","DJ Herz","26389",28,1,14,25,14,0,31,9,5,"WSN",1.39285714285714,4.5
"157","ratcdc","Jon Gray","14916",18,1,8,17,6,0,16,3,3,"TEX",1.27777777777778,4
"158","ratcdc","Griffin Jax","20253",15,1,6,13,4,1,16,15,0,"MIN",1.13333333333333,3.6
"159","ratcdc","Kenley Jansen","3096",15,1,6,13,6,7,17,15,0,"BOS",1.26666666666667,3.6
"160","ratcdc","Austin Gomber","16561",39,2,23,43,11,0,27,7,7,"COL",1.38461538461538,5.30769230769231
"161","ratcdc","Davis Martin","21448",27,1,14,27,9,0,22,5,5,"CHW",1.33333333333333,4.66666666666667
"162","ratcdc","Martín Pérez","6902",34,2,17,36,12,0,25,9,5,"SDP",1.41176470588235,4.5
"163","ratcdc","José Alvarado","17780",15,1,5,12,7,0,18,15,0,"PHI",1.26666666666667,3
"164","ratcdc","Jakob Junis","13619",25,1,13,26,7,0,23,13,3,"CIN",1.32,4.68
"165","ratcdc","Osvaldo Bido","23150",31,1,16,30,13,0,27,9,6,"OAK",1.38709677419355,4.64516129032258
"166","ratcdc","Keider Montero","22630",29,2,16,30,11,0,25,6,6,"DET",1.41379310344828,4.96551724137931
"167","ratcdc","Andrew Nardi","25942",15,1,6,13,6,1,18,15,0,"MIA",1.26666666666667,3.6
"168","ratcdc","Luis L. Ortiz","27646",33,2,17,34,13,0,26,9,6,"PIT",1.42424242424242,4.63636363636364
"169","ratcdc","Michael Lorenzen","14843",34,2,18,34,14,0,26,9,6,"KCR",1.41176470588235,4.76470588235294
"170","ratcdc","Joe Boyle","29608",29,1,14,24,20,0,32,9,6,"OAK",1.51724137931034,4.3448275862069
"171","ratcdc","Will Vest","19769",15,1,6,14,5,2,14,15,0,"DET",1.26666666666667,3.6
"172","ratcdc","Ryan Weathers","23796",21,1,11,21,8,0,18,4,4,"MIA",1.38095238095238,4.71428571428571
"173","ratcdc","Patrick Corbin","9323",38,2,21,44,12,0,28,7,7,"WSN",1.47368421052632,4.97368421052632
"174","ratcdc","Evan Phillips","17734",14,1,5,12,4,1,16,14,0,"LAD",1.14285714285714,3.21428571428571
"175","ratcdc","Bowden Francis","20548",32,2,16,30,10,0,29,9,5,"TOR",1.25,4.5
"176","ratcdc","Joe Ryan","21390",9,1,4,8,2,0,10,1,1,"MIN",1.11111111111111,4
"177","ratcdc","Albert Suárez","6175",22,1,11,23,8,0,19,11,3,"BAL",1.40909090909091,4.5
"178","ratcdc","Taylor Rogers","13449",14,1,6,12,5,0,16,14,0,"SFG",1.21428571428571,3.85714285714286
"179","ratcdc","Spencer Schwellenbach","31846",30,0,16,30,11,0,27,10,6,"ATL",1.36666666666667,4.8
"180","ratcdc","Reese Olson","24968",12,1,5,11,4,0,11,2,2,"DET",1.25,3.75
"181","ratcdc","Orion Kerkering","31776",14,1,5,12,4,0,17,14,0,"PHI",1.14285714285714,3.21428571428571
"182","ratcdc","Bryan Hudson","19924",15,1,6,12,6,0,16,15,0,"MIL",1.2,3.6
"183","ratcdc","John Brebbia","12777",15,1,7,14,5,5,17,15,0,"CHW",1.26666666666667,4.2
"184","ratcdc","Davis Daniel","27582",21,1,11,22,8,0,17,7,3,"LAA",1.42857142857143,4.71428571428571
"185","ratcdc","JoJo Romero","19574",15,1,6,14,5,1,15,15,0,"STL",1.26666666666667,3.6
"186","ratcdc","Aroldis Chapman","10233",15,1,6,11,10,2,22,15,0,"PIT",1.4,3.6
"187","ratcdc","Zebby Matthews","31827",21,0,11,21,8,0,19,5,5,"MIN",1.38095238095238,4.71428571428571
"188","ratcdc","Ky Bush","29823",16,0,8,16,6,0,14,4,4,"CHW",1.375,4.5
"189","ratcdc","Mark Leiter Jr.","15551",14,1,6,12,5,1,17,14,0,"NYY",1.21428571428571,3.85714285714286
"190","ratcdc","Andrew Chafin","12988",14,1,6,12,6,0,17,14,0,"TEX",1.28571428571429,3.85714285714286
"191","ratcdc","Spencer Arrighetti","29921",25,1,13,23,11,0,26,9,4,"HOU",1.36,4.68
"192","ratcdc","Andre Pallante","26108",25,1,12,26,10,0,17,11,3,"STL",1.44,4.32
"193","ratcdc","Daniel Hudson","7146",14,1,5,12,4,1,16,14,0,"LAD",1.14285714285714,3.21428571428571
"194","ratcdc","Valente Bellozo","23899",24,0,13,24,9,0,22,8,5,"MIA",1.375,4.875
"195","ratcdc","Alexis Díaz","21132",16,1,7,12,8,6,17,16,0,"CIN",1.25,3.9375
"196","ratcdc","Pierce Johnson","13435",15,1,6,13,6,0,19,15,0,"ATL",1.26666666666667,3.6
"197","ratcdc","Jordan Wicks","30094",18,1,8,18,6,0,17,7,3,"CHC",1.33333333333333,4
"198","ratcdc","Bradley Blalock","26419",22,0,12,22,9,0,21,11,4,"COL",1.40909090909091,4.90909090909091
"199","ratcdc","Robert Suarez","30115",15,1,6,12,5,7,16,15,0,"SDP",1.13333333333333,3.6
"200","ratcdc","Jason Adam","11861",14,1,5,11,5,0,17,14,0,"SDP",1.14285714285714,3.21428571428571
"201","ratcdc","Joe Jiménez","15761",15,1,6,13,5,0,18,15,0,"ATL",1.2,3.6
"202","ratcdc","Yu Darvish","13074",11,1,5,10,3,0,11,2,2,"SDP",1.18181818181818,4.09090909090909
"203","ratcdc","Robert Garcia","23363",14,1,6,13,6,1,17,14,0,"WSN",1.35714285714286,3.85714285714286
"204","ratcdc","Jack Kochanowicz","27688",20,0,11,20,8,0,18,8,4,"LAA",1.4,4.95
"205","ratcdc","Ryan Feltner","21446",18,1,10,19,7,0,15,3,3,"COL",1.44444444444444,5
"206","ratcdc","Louie Varland","27691",18,1,8,18,5,0,17,9,2,"MIN",1.27777777777778,4
"207","ratcdc","José Soriano","22100",14,1,7,13,7,0,13,3,3,"LAA",1.42857142857143,4.5
"208","ratcdc","DL Hall","22207",19,1,9,17,9,0,22,13,2,"MIL",1.36842105263158,4.26315789473684
"209","ratcdc","Yennier Cano","25911",15,1,6,14,5,1,14,15,0,"BAL",1.26666666666667,3.6
"210","ratcdc","Drew Rasmussen","25385",19,1,7,17,5,1,18,14,1,"TBR",1.15789473684211,3.31578947368421
"211","ratcdc","Kirby Yates","9073",15,1,6,11,7,5,19,15,0,"TEX",1.2,3.6
"212","ratcdc","Brady Basso","25582",18,1,8,17,5,0,16,10,1,"OAK",1.22222222222222,4
"213","ratcdc","Jorge Alcala","19459",15,1,6,13,6,0,15,15,0,"MIN",1.26666666666667,3.6
"214","ratcdc","Chris Paddack","20099",14,1,7,14,3,0,12,6,2,"MIN",1.21428571428571,4.5
"215","ratcdc","Hayden Birdsong","31635",27,0,14,27,10,0,24,9,6,"SFG",1.37037037037037,4.66666666666667
"216","ratcdc","A.J. Puk","19343",14,1,6,13,5,1,16,14,0,"ARI",1.28571428571429,3.85714285714286
"217","ratcdc","Jason Foley","19531",15,1,6,16,4,4,12,15,0,"DET",1.33333333333333,3.6
"218","ratcdc","Tyler Holton","26231",14,1,6,13,4,1,12,14,0,"DET",1.21428571428571,3.85714285714286
"219","ratcdc","Gregory Santos","21894",10,1,4,10,3,0,10,10,0,"SEA",1.3,3.6
"220","ratcdc","Caleb Ferguson","19349",15,1,6,13,6,0,16,15,0,"HOU",1.26666666666667,3.6
"221","ratcdc","Lucas Erceg","19360",15,1,7,13,8,4,17,15,0,"KCR",1.4,4.2
"222","ratcdc","Grant Holmes","16944",20,1,9,20,7,0,19,13,2,"ATL",1.35,4.05
"223","ratcdc","Alex Vesia","25007",14,1,6,11,6,0,18,14,0,"LAD",1.21428571428571,3.85714285714286
"224","ratcdc","Seranthony Domínguez","19249",14,1,6,13,6,5,15,14,0,"BAL",1.35714285714286,3.85714285714286
"225","ratcdc","José Leclerc","14524",14,1,6,11,7,0,17,14,0,"TEX",1.28571428571429,3.85714285714286
"226","ratcdc","Keegan Akin","19362",13,1,6,12,4,0,15,13,0,"BAL",1.23076923076923,4.15384615384615
"227","ratcdc","Scott Barlow","14993",15,1,6,12,6,0,17,15,0,"CLE",1.2,3.6
"228","ratcdc","Jake Bloss","33168",14,0,8,15,5,0,13,4,4,"TOR",1.42857142857143,5.14285714285714
"229","ratcdc","Ben Joyce","31461",15,1,6,13,8,6,17,15,0,"LAA",1.4,3.6
"230","ratcdc","Bryan Sammons","20462",19,0,10,19,7,0,18,8,4,"DET",1.36842105263158,4.73684210526316
"231","ratcdc","Brant Hurter","30133",20,0,11,20,8,0,18,8,4,"DET",1.4,4.95
"232","ratcdc","Luke Weaver","16918",16,1,8,15,5,1,16,16,0,"NYY",1.25,4.5
"233","ratcdc","Julian Aguiar","30031",13,0,7,13,5,0,12,6,3,"CIN",1.38461538461538,4.84615384615385
"234","ratcdc","Tyler Alexander","17735",23,1,12,24,5,0,19,9,3,"TBR",1.26086956521739,4.69565217391304
"235","ratcdc","Caleb Thielbar","10078",14,1,6,13,5,0,16,14,0,"MIN",1.28571428571429,3.85714285714286
"236","ratcdc","Trevor Williams","16977",24,1,12,25,8,0,19,8,4,"WSN",1.375,4.5
"237","ratcdc","Tyler Rogers","15541",15,1,6,15,3,0,10,15,0,"SFG",1.2,3.6
"238","ratcdc","Carlos Estévez","14542",15,1,7,14,6,5,16,15,0,"PHI",1.33333333333333,4.2
"239","ratcdc","Matt Manning","20369",14,1,7,14,5,0,10,3,3,"DET",1.35714285714286,4.5
"240","ratcdc","Tyler Phillips","20629",17,1,9,18,6,0,13,7,2,"PHI",1.41176470588235,4.76470588235294
"241","ratcdc","Cole Sands","21461",14,1,6,12,4,0,15,14,0,"MIN",1.14285714285714,3.85714285714286
"242","ratcdc","Joe Kelly","9761",13,1,5,11,6,0,16,13,0,"LAD",1.30769230769231,3.46153846153846
"243","ratcdc","Jake Woodford","18674",29,1,15,31,10,0,21,9,5,"PIT",1.41379310344828,4.6551724137931
"244","ratcdc","Tommy Kahnle","11384",14,1,6,12,6,0,16,14,0,"NYY",1.28571428571429,3.85714285714286
"245","ratcdc","Jake Cousins","21620",14,1,6,11,6,0,16,14,0,"NYY",1.21428571428571,3.85714285714286
"246","ratcdc","John Schreiber","20020",14,1,6,13,5,0,13,14,0,"KCR",1.28571428571429,3.85714285714286
"247","ratcdc","Rich Hill","4806",16,0,8,17,6,0,13,3,3,"BOS",1.4375,4.5
