"","player_name","position_group","position_group_rank","position","dollars","dollars_sd","h","hr","r","rbi","sb","avg","ab","hr_per600","r_per600","rbi_per600","sb_per600"
"103","Santiago Espinal","MI/CI",14,"2B/SS/3B",-29.2818816629037,2.05129245610447,11.879625,0.86223775,5.188685,4.8237,0.9885875,0.267835855176942,44.354125,11.6639128829618,70.189886509992,65.2525554274828,13.3731079127364
"104","Yuli Gurriel","",9,NA,-29.484012855433,5.02697496972556,10.998805,0.96193,4.8898375,4.611965,0.57594625,0.268647013816674,40.941475,14.0971472083016,71.6608891106146,67.5886494074774,8.44053004929598
"105","Kyle McCann","C",28,"C",-29.7010898314719,0.834130554113113,6.62451,0.9959665,3.358985,3.74344,0.047296225,0.200168607312662,33.09465,18.0566919426554,60.8977886153804,67.8678880121107,0.857471978099179
"106","Chuckie Robinson","",10,NA,-29.7831979298896,2.11609999443475,6.9112875,0.8232555,2.97839,3.267075,0.1199995,0.21525695989834,32.10715,15.3845264995492,55.6584436799903,61.0532233474475,2.24248181479826
"107","Connor Joe","CI/OF",46,"1B/OF",-29.7945653423848,2.92742023653733,10.50715,1.12861,5.8497075,4.883145,0.2312205,0.240700258920323,43.652425,15.5126777034724,80.4038836330399,67.1185392335019,3.17811209801059
"108","Grant McCray","OF",47,"OF",-29.9706973327199,3.19689880211894,10.274925,1.0341325,5.8645675,4.7996425,1.527465,0.221851627139723,46.3144,13.3971183908245,75.9750855025651,62.1790523033873,19.7882084189798
"109","Brett Wisely","MI/OF",48,"2B/SS/OF",-29.9827898902152,1.91770407589381,11.506675,1.005295,5.70386,5.1850825,1.04609,0.240709807522943,47.8031,12.617947371614,71.5919260466371,65.0804968715418,13.1299852938408
"110","Vidal Bruján","MI/CI/OF",49,"2B/SS/3B/OF",-30.4181159792211,2.58128791269114,10.866125,0.83676575,5.9649875,4.0993625,2.2237975,0.231063991081619,47.026475,10.6761021318311,76.105906300653,52.3028251639103,28.3729218488096
"111","Chris Taylor","MI/CI/OF",50,"2B/SS/3B/OF",-30.4933112736755,4.61794431787368,9.1359775,1.1489275,5.8368425,5.058095,1.0638675,0.221943786329993,41.163475,16.7468004098293,85.0779847911285,73.72693874849,15.5069633941255
"112","Joey Bart","C",29,"C",-30.5949834721897,3.33520790860254,4.198235,0.850861,2.38792,2.469495,0.028462275,0.226547715088215,18.53135,27.5488078310539,77.3150364112706,79.9562363238512,0.921539175505293
"113","Mike Tauchman","OF",51,"OF",-30.7309077774246,0.7304387069418,8.774875,0.939113,5.5749575,4.065235,0.86001575,0.245697433650248,35.71415,15.7771583532017,93.6596419066392,68.2962075255886,14.4483195036141
"114","Ali Sánchez","",11,NA,-31.0406839103179,2.82743032075706,7.2888925,0.50631625,3.0133325,2.96981,0.14199925,0.228865358680857,31.84795,9.53875367174339,56.7697292918383,55.9497864069744,2.67519730469308
