"","player_name","position_group","position_group_rank","position","dollars","dollars_sd","h","hr","r","rbi","sb","avg","ab","hr_per600","r_per600","rbi_per600","sb_per600"
"1","Michael Harris II","OF",1,"OF",79.8177237526564,89.6192209390297,128.579125,17.1087545,67.61366,60.98615,16.96636025,0.277896558580639,462.687,22.1861705645501,87.6795673965337,79.0851915009499,22.0015175485804
"2","Aaron Judge","OF",2,"OF",75.9120573372458,2.02851853374016,160.208333333333,51.2833,114.798666666667,126.216666666667,7.6717,0.285979748022463,560.208666666667,54.9259264107541,122.952756889397,135.181771554171,8.21661690346335
"3","Shohei Ohtani","",1,"Util",73.608228767511,6.93723803316261,170.410333333333,45.0719,118.206666666667,116.200333333333,33.4004333333333,0.286837311052049,594.101,45.5194318811111,119.38037471743,117.35411992237,33.7320758591553
"4","Bobby Witt Jr.","MI",1,"SS",63.6422999437072,2.6144925638209,186.774333333333,29.8446666666667,108.990333333333,98.3965333333333,36.6260666666667,0.297451145269962,627.916,28.5178272252976,104.144821918855,94.0220029430688,34.9977385510164
"5","Juan Soto","OF",3,"OF",59.2602049656645,5.71424229407365,155.564,38.0116666666667,114.573333333333,104.695666666667,9.64546666666667,0.28284466488969,549.998,41.4674235179037,124.989545416529,114.213869868618,10.5223655358747
"6","Kyle Tucker","OF",4,"OF",58.0242838928178,1.43166198980632,163.23,34.9943,101.110666666667,105.851533333333,24.8357666666667,0.277655242331014,587.887333333333,35.7153127980305,103.193922645042,108.032468806381,25.347475876897
"7","Francisco Lindor","MI",2,"SS",57.9409363273796,63.7935799826786,107.1774525,19.1614625,67.4081025,59.76717,17.0945635,0.258880202983522,414.00405,27.7699638445566,97.6919464918278,86.6182396041778,24.7744873510295
"8","Fernando Tatis Jr.","OF",5,"OF",57.1767571957988,3.6242288399694,168.430666666667,36.016,106.333,98.1967,24.8201333333333,0.273772770962397,615.220666666667,35.1249578741936,103.702303021897,95.7672965039103,24.2060789028544
"9","Yordan Alvarez","OF",6,"OF",54.7179300354744,NA,112.419866666667,26.3529333333333,66.7195,74.0553333333333,2.00176666666667,0.29876207504796,376.2856,42.0206353897146,106.386478781011,118.083710883435,3.19188403701869
"10","José Ramírez","CI",1,"3B",49.7866618244526,3.54677956351616,168.749333333333,32.0138666666667,100.3248,105.739666666667,30.7866333333333,0.276278786998992,610.793666666667,31.4481322388739,98.5519059627883,103.871083579234,30.2425860124068
"11","Mookie Betts","MI/OF",7,"2B/SS/OF",48.7982549314077,0.521858140785086,168.492,29.6787666666667,111.555666666667,94.8439,16.1024,0.283414820130977,594.506666666667,29.953003050148,112.586458239885,95.7202722705661,16.2511886606262
"12","Jorge Soler","OF",8,"OF",47.7656880072821,62.0914562582486,99.50837,21.55575975,65.2484775,61.743545,0.8651261,0.240533712708098,413.698225,31.2630199223117,94.6319905046728,89.5486728278808,1.25472053934967
"13","Corbin Carroll","OF",9,"OF",44.4003857879875,1.97495410264572,153.741666666667,22.1490333333333,107.203766666667,81.1472333333333,41.6746666666667,0.256663170108041,599.001666666667,22.1859482861762,107.38243911397,81.2824783459145,41.7441242511846
"14","Bryce Harper","CI",2,"1B",44.3178415544694,3.71041989089418,162.280333333333,32.3652,100.302833333333,100.502566666667,11.7098,0.27872060383615,582.233,33.3528329723667,103.363601856989,103.569430107878,12.0671277650013
"15","Trea Turner","MI",3,"SS",43.9567020846,3.53430779349991,180.664666666667,24.4903,101.798866666667,84.6328666666667,27.4669666666667,0.284863739545464,634.214333333333,23.1691073942931,96.307063384986,80.0671276745033,25.9851900750693
"16","Gunnar Henderson","MI",4,"SS",43.807183998397,0.871077049027228,162.690333333333,31.9322,107.532833333333,92.4950666666667,16.3532333333333,0.269253069341888,604.228333333333,31.7087414525966,106.780328628526,91.8477948457675,16.2387949367927
"17","Ozzie Albies","MI",5,"2B",42.8006070101016,52.2846900527016,108.6271525,15.87107,60.7938925,59.0581325,7.6117255,0.267002259427282,406.839825,23.4063663752682,89.6577307789374,87.0978633913236,11.2256348060321
"18","Starling Marte","OF",10,"OF",41.6403981587411,69.3805344491709,96.608545,8.9294515,49.8886475,42.38151,19.856672,0.266005653359208,363.1823,14.7520154478894,82.419183148518,70.0169198774279,32.8044709227294
"19","Elly De La Cruz","MI",6,"SS",41.3598430093822,2.7363787227815,148.843333333333,24.2361333333333,97.4459333333333,80.33,54.3725,0.248908832464673,597.983333333333,24.3178683909808,97.7745645084868,80.600908609493,54.5558683352379
"20","Brandon Nimmo","OF",11,"OF",41.1781057648637,45.5512090929589,110.93135,15.3133675,68.3107,57.15045,6.3373005,0.254555111096017,435.7852,21.0838286844069,94.0518861126995,78.6861738305936,8.72535437183273
"21","Vladimir Guerrero Jr.","CI",3,"1B/3B",38.8444008409224,5.63989691256672,175.982333333333,31.6841,93.1044333333333,102.218,4.58853333333333,0.29378618788066,599.015,31.7362002620969,93.2575311135781,102.386083820939,4.59607856230645
"22","Ketel Marte","MI",7,"2B",38.5178767679888,5.11288679987886,168.770333333333,27.4096666666667,99.3516666666667,91.7246333333333,8.2645,0.28113707286195,600.313333333333,27.395360200784,99.2998100991704,91.6767576932046,8.26018634712983
"23","Mark Vientos","CI",4,"3B",37.867416172109,49.613561140762,113.64412,23.79548125,60.17943,69.991755,0.52175085,0.246577291063481,460.8864,30.9778911896728,78.3439433231269,91.1180130288071,0.679235729238268
"24","Teoscar Hernández","OF",12,"OF",37.3317484360969,4.3556577017529,160.338666666667,32.7187333333333,85.8807,103.981166666667,9.23083333333333,0.260339631791337,615.882666666667,31.8749675262821,83.6659688425501,101.299652314727,8.99278433987426
"25","Kyle Schwarber","OF",13,"OF",35.6604855156439,3.3047130893713,130.644333333333,40.1692,105.287333333333,96.9743666666667,4.42546666666667,0.227312824896865,574.733666666667,41.9351108136464,109.915955274356,101.23753553095,4.62001819973425
"26","Jose Altuve","MI",8,"2B",35.3036087992742,3.30962223661433,174.603666666667,23.4944666666667,100.926833333333,75.4322,18.8437333333333,0.279770078476049,624.097,22.5873221630612,97.0299488701276,72.5196884458666,18.1161582254041
"27","Anthony Santander","OF",14,"OF",33.8388800894498,2.4710492284453,152.224666666667,36.3943333333333,89.7094,101.5215,2.8845,0.248503290529782,612.566,35.6477506097302,87.8691275715596,99.4389176023482,2.82532820953171
"28","Marcell Ozuna","",2,"Util",33.4010125031849,4.91209851146811,124.40227,28.15137,69.3722775,78.730745,0.55949925,0.271715198742445,457.840675,36.8923578054746,90.9123386645365,103.176606141427,0.733223517111056
"29","Jackson Chourio","OF",15,"OF",33.0957086014618,4.98195915168531,164.594,22.0754,87.2040666666667,83.6442333333333,28.6892,0.262226532047183,627.678666666667,21.1019438821138,83.358639983516,79.9557841698194,27.4240959811708
"30","William Contreras","C",1,"C",32.6203156352302,5.5172263903327,153.111,22.0774333333333,84.7317333333333,80.6575,6.28463333333333,0.273412174509316,560.000666666667,23.6543646971849,90.7838919239382,86.4186471206582,6.73352769818131
"31","Julio Rodríguez","OF",16,"OF",32.3099026446169,3.85139062598492,148.769666666667,24.6811,81.8554333333333,78.569,26.8428666666667,0.27085275326012,549.264,26.9609149698506,89.4164918873256,85.826487809141,29.3223659296804
"32","Jarren Duran","OF",17,"OF",31.9062558977887,2.8586367327891,163.532333333333,17.6310666666667,94.8179,70.6059,32.6208666666667,0.267690400463141,610.901,17.3164555304378,93.1259565788892,69.3459987788529,32.0387755135447
"33","Salvador Perez","C/CI",5,"C/1B",31.5716164584129,8.3871354471279,157.208666666667,28.3730333333333,70.9122333333333,96.9201,0.114966666666667,0.263211618623149,597.271,28.5026729909873,71.2362394959742,97.362939101346,0.115491962609938
"34","Luis Robert Jr.","OF",18,"OF",31.4309497924286,1.84112807302123,148.724666666667,29.1411,83.5824666666667,85.1134666666667,26.5217666666667,0.248000511371058,599.695,29.155920926471,83.6249760294816,85.1567546836308,26.5352554215059
"35","Jazz Chisholm Jr.","CI/OF",19,"3B/OF",30.416887831734,3.98745793772316,147.295666666667,30.3793666666667,89.5517333333333,85.8849333333333,36.5009666666667,0.246605929543076,597.291666666667,30.5171175444716,89.957792814789,86.2743662364841,36.6664750610394
"36","Manny Machado","CI",6,"3B",29.7014742883786,4.18695125095529,164.924666666667,30.4788333333333,87.2981666666667,103.0935,8.2384,0.267822238533461,615.799,29.6968653732793,85.058436275473,100.448522975841,8.02703479544462
"37","Brent Rooker","OF",20,"OF",29.6618934629121,4.92425286998935,142.268333333333,34.5580333333333,80.7504,93.8612666666667,7.81673333333333,0.251206873617584,566.339333333333,36.6120076420615,85.5498411435311,99.4399588468162,8.28132485941879
"38","Cody Bellinger","CI/OF",21,"1B/OF",29.5993320445962,0.853294316580487,157.893,23.4841333333333,86.4965333333333,88.8619333333333,15.1089666666667,0.263050656572893,600.238,23.4748216540772,86.4622366461303,88.826698742832,15.1029758195916
"39","Josh Naylor","CI",7,"1B",27.9651165043857,5.37265247729843,155.566,28.3944333333333,80.4070666666667,101.1451,8.43743333333333,0.264879455777371,587.308666666667,29.0080173628177,82.1446076622968,103.330775526327,8.61976042126627
"40","Tyler O'Neill","OF",22,"OF",26.8844103377657,4.04343882075739,136.211,31.4424,87.6105666666667,86.1453666666667,9.88766666666667,0.245938520335234,553.841666666667,34.0628759723748,94.9122161869367,93.324903326763,10.7117256737034
"41","Jackson Merrill","OF",23,"OF",26.5659610226843,2.85967545422819,168.288666666667,20.8563666666667,81.2251666666667,84.5642333333333,14.9138,0.270684439716784,621.715333333333,20.1278934732187,78.3881261842237,81.6105656071964,14.3928893502171
"42","Matt Olson","CI",8,"1B",26.0714648015956,15.058510815079,113.8274675,26.946875,70.021575,80.43425,0.433177175,0.255994513188885,444.648075,36.3616214913333,94.4858357927221,108.53650946313,0.584521376821433
"43","Bryan Reynolds","OF",24,"OF",25.7948543047744,5.58424583965171,158.872666666667,23.6325333333333,84.1820333333333,83.1098333333333,9.54096666666667,0.268485569868111,591.736333333333,23.9625644079092,85.3576452124792,84.270471814868,9.67420737501894
"44","Adolis García","OF",25,"OF",25.1053974964674,0.221379406749367,139.576,30.4796666666667,83.4545666666667,94.1691333333333,13.0988333333333,0.233906133215355,596.718,30.6473074383545,83.9135739159871,94.6870716150678,13.1708780361913
"45","Riley Greene","OF",26,"OF",24.8930268657924,0.32645195312851,162.421,22.7894,88.9667666666667,80.343,7.9548,0.266821635385437,608.725,22.4627541172122,87.6915848700152,79.1914246991663,7.84078196229825
